"iteration","n_tot","n_rba","est_tot_DU","est_rba_DU","sd_tot_DU","sd_rba_DU","CoV_tot_DU","CoV_rba_DU","frcAct","ba_DU"
790,5,5,381.058449862231,56.8516224419883,17.6765324964114,3.96975368499534,0.0463879819560547,0.0698265680816075,-0.08,216.637911198969
791,5,5,382.23887714854,58.7361324444016,15.437749257284,3.25784398458186,0.040387700415112,0.0554657558984781,-0.08,224.51233313596
792,5,5,355.541642361862,60.4322147829612,22.3312919360761,2.51644219297325,0.062809216348694,0.0416407408202878,-0.08,214.861688954988
793,5,5,368.337274514253,56.7265748937782,24.4857863875753,3.38034535176509,0.0664765368095479,0.059590154316471,-0.08,208.945119889029
794,5,5,368.82654742616,57.9566574622101,15.6413654611567,5.7856919359986,0.0424084588550072,0.0998279091538549,-0.08,213.759538721475
795,5,5,367.349821101187,58.9158123555364,19.4170674827453,7.1414805393673,0.0528571578571611,0.121215005850568,-0.08,216.427131288374
796,5,5,364.1089784745,60.20957912212,20.8836372835059,2.96384793581094,0.0573554581680508,0.0492255215702391,-0.08,219.228483485347
797,5,5,381.468943178346,59.645062425151,48.5430272376348,3.84148791393972,0.127252894647677,0.064405799201911,-0.08,227.527389291288
798,5,5,362.624699008741,57.0864932699283,26.1155110244509,3.86521974682921,0.0720180150327305,0.067708130687812,-0.08,207.009724394722
799,5,5,362.437218634491,59.8345727460073,24.4361382616304,5.92178638765835,0.0674217133485776,0.0989693101477609,-0.08,216.86276124246
800,5,5,377.754477259908,59.8384961693187,28.1504916486573,4.94588997212339,0.0745206035752393,0.082653981780032,-0.08,226.0425984046
801,5,5,382.76092928719,59.9932618291316,33.6537353822499,2.99586604390798,0.087923643212286,0.0499367087664043,-0.08,229.630766486881
802,5,5,352.926808855131,61.1379952803313,30.7931749925655,2.67701971141437,0.0872508809757363,0.0437865144112043,-0.08,215.772375740874
803,5,5,367.750070422397,61.0882635289186,40.7454296429252,5.98479873533872,0.110796524378976,0.0979696980993013,-0.08,224.652132147418
804,5,5,369.030496453202,58.7196954658342,21.8045580240053,5.04371172183908,0.0590860599152961,0.0858947186600064,-0.08,216.693583693376
805,5,5,372.117594144436,58.0888370482467,45.2570538844957,3.2845312044062,0.121620301207605,0.0565432425799501,-0.08,216.158782890417
806,5,5,382.245744565815,56.8751001003826,40.3955342827804,3.68312786266636,0.10567948723318,0.064758178116008,-0.08,217.40264985126
807,5,5,370.347070254056,58.1588581646962,30.1266785613808,4.34184712163686,0.0813471496904623,0.0746549581379585,-0.08,215.389627306164
808,5,5,361.772912525913,59.1123877640313,39.5559900203535,5.19134119890465,0.109339280666902,0.0878215446080066,-0.08,213.852606877547
809,5,5,354.498061656842,55.3563801861931,31.2740687400833,6.89595093508685,0.0882207044910642,0.124573733179303,-0.08,196.237294763447
810,5,5,381.619666373221,61.274649417892,42.3165166613346,3.0109738929541,0.110886624537713,0.0491389819698406,-0.08,233.83611267992
811,5,5,382.825128335806,57.1993310145936,17.3429987896571,2.05008730848504,0.0453026656454072,0.0358411063926952,-0.08,218.97341236384
812,5,5,365.112392587008,58.574499199393,26.2100768046834,3.97617223080221,0.0717863248052787,0.0678823086009999,-0.08,213.862755472761
813,5,5,373.885074969493,59.2710901102839,31.5661391688055,2.223838484714,0.0844273849962616,0.0375197837693919,-0.08,221.605759694071
814,5,5,384.131822011999,59.72924655967,26.9652464567273,3.36312218561975,0.0701978979910834,0.0563061210266559,-0.08,229.4390430837
815,5,5,360.030361177614,60.0223397387816,43.8356041738106,3.07937006789707,0.121755298721002,0.0513037325985383,-0.08,216.09864654879
816,5,5,364.647175156094,59.0977582298143,43.4543974615634,2.63371160246369,0.119168337017726,0.0445653385399483,-0.08,215.498305965596
817,5,5,365.038250939376,60.3161795081659,21.7975542398891,3.30364700362082,0.0597130689285194,0.0547721528545017,-0.08,220.177126710063
818,5,5,356.719108601993,62.2318517314519,31.1058896337319,5.69958299624284,0.0871999533628518,0.091586267123115,-0.08,221.992906762949
819,5,5,390.14739360387,57.7614834708335,35.4799392496575,4.08595467267739,0.0909398341019843,0.0707383956774688,-0.08,225.354922268387
820,5,5,401.805427031096,59.6540998811487,44.500183539964,2.54754824257996,0.110750578628994,0.0427053337097625,-0.08,239.693410769006
821,5,5,364.015555565977,60.4175742071325,29.0966545572383,2.92925604480697,0.0799324482493567,0.0484835096947862,-0.08,219.92936840958
822,5,5,408.765552789917,60.7027789716125,35.7550235771954,3.5321416600088,0.0874707355675137,0.0581874787258191,-0.08,248.132050022154
823,5,5,366.321942821526,57.0200417147408,9.85486118881258,4.07806561245839,0.0269021864016863,0.0715198637149388,-0.08,208.876924607083
824,5,5,398.219918506005,60.0350375831735,24.6575972947887,3.72614673774928,0.0619195478400383,0.0620662014675516,-0.08,239.071477738763
825,5,5,359.847122626947,60.249150676202,36.7883583810378,1.43793245880597,0.102233298719957,0.0238664353383813,-0.08,216.804835115486
826,5,5,393.282539744899,58.042816256505,25.2032585408015,6.33141914419504,0.0640843566489108,0.109081873564077,-0.08,228.272261913048
827,5,5,366.642152439171,61.7152769734776,52.6545286329425,3.83843653773859,0.143612861430815,0.0621958893482432,-0.08,226.274219879354
828,5,5,379.175418937837,58.9100750343352,53.0146721798289,3.7147888658196,0.139815688285744,0.0630586340902548,-0.08,223.372523808034
829,5,5,389.361563947465,57.3667209302093,23.0174140414101,7.72935225390895,0.0591157838181372,0.134735821196966,-0.08,223.36396179924
830,5,5,390.76823922189,58.2115313455531,33.3607045480107,3.29602642473132,0.0853720983425867,0.0566215378387071,-0.08,227.472176063117
831,5,5,354.078620091067,60.3801817531342,52.499323719932,2.42892059770694,0.148270244914617,0.0402271163680435,-0.08,213.793314359976
832,5,5,375.607938294896,58.4201678369608,25.2351570740837,8.90589383861384,0.0671848342413656,0.152445536676109,-0.08,219.430787960826
833,5,5,366.415928256154,59.8997007369694,20.5786286261178,4.17016786654449,0.0561619379486464,0.0696191769781366,-0.08,219.482044478025
834,5,5,380.61004043717,61.3748431604067,31.2886602192501,2.92622854113778,0.0822066075380245,0.047677979941878,-0.08,233.598815371074
835,5,5,359.959726431749,59.2553824189182,23.3859994325408,2.67181668673465,0.0649683776136967,0.0450898564428407,-0.08,213.295512451225
836,5,5,367.762132411145,55.9078114185046,41.725706270073,1.13823436870425,0.113458408554759,0.0203591294279767,-0.08,205.607759457094
837,5,5,381.578097237229,60.4836921580275,30.9849840408752,3.41199838560195,0.0812022080544409,0.0564118734135364,-0.08,230.792521675424
838,5,5,396.884262090982,62.170427314446,16.6380000553881,5.27415030335728,0.0419215414784423,0.0848337470270495,-0.08,246.74464168575
839,5,5,370.197552790601,60.5285809725401,36.8897844983141,4.74921080821902,0.0996489150731379,0.0784622856163369,-0.08,224.075325499221
840,5,5,395.850599105217,59.036298682708,15.5655875717364,2.63941628868331,0.0393218744822439,0.0447083632879648,-0.08,233.695542025045
841,5,5,364.873577785496,56.7077990891794,24.4274314659206,6.23447822421423,0.066947657909834,0.109940401926194,-0.08,206.9117754201
842,5,5,401.914684985912,59.0970739164769,44.2477568059974,5.27260437976309,0.110092411297558,0.0892193814403564,-0.08,237.5198184673
843,5,5,349.192678779013,58.7128147530131,29.1900828739162,4.4297496477205,0.083593055203741,0.0754477479295637,-0.08,205.020850622606
844,5,5,367.009056954057,57.7744769716509,30.4409959787562,4.16283517103144,0.0829434462228185,0.0720531866186185,-0.08,212.037563093795
845,5,5,339.818544463263,59.856944525382,36.2355337140717,5.15661777312715,0.106632007889108,0.0861490310608907,-0.08,203.404997646336
846,5,5,378.928703936867,56.8043986675188,31.9154170300166,3.36185449868037,0.0842253877798975,0.0591829959922223,-0.08,215.24817164996
847,5,5,375.507128864744,59.951234828923,34.1509332428717,4.84398756756454,0.0909461648467736,0.0807987955775617,-0.08,225.121160625049
848,5,5,386.458595991178,55.7592129002678,38.2980103837157,4.17401267545759,0.0990999056069383,0.0748578119802968,-0.08,215.486271310107
849,5,5,373.284905699647,55.6588454734533,30.2323690576698,6.53918045092494,0.0809900657542135,0.117486814455104,-0.08,207.766068839092
850,5,5,388.409972956172,59.4782861868064,27.3236288525417,2.76388790423468,0.0703473925877409,0.046468855803175,-0.08,231.01959529297
851,5,5,408.24232734352,62.3102388537304,40.9822581297017,2.96104669544538,0.100387087239038,0.0475210294474438,-0.08,254.376769269775
852,5,5,374.472983128722,57.8484790193669,10.1260059004861,4.57194346530537,0.0270406847935552,0.0790330799151131,-0.08,216.626925078416
853,5,5,352.995651893712,57.6944021935171,28.1197930369058,2.68403410495242,0.0796604515836152,0.0465215688681496,-0.08,203.658731129186
854,5,5,388.207021111147,58.1488516289112,21.4656947937687,4.13390843381421,0.0552944527698866,0.071091832736364,-0.08,225.737924718937
855,5,5,382.335480609939,58.6893289510348,28.4100933935324,4.23702410457607,0.074306714480722,0.0721941139949149,-0.08,224.390127911687
856,5,5,391.026211129031,59.8413681241397,21.9846652884174,2.09572318636545,0.0562229964711058,0.035021311378074,-0.08,233.995434463599
857,5,5,401.307483557367,57.6873897210141,11.9258840371822,4.58093528021886,0.0297175720010648,0.0794096474528148,-0.08,231.503812019333
858,5,5,374.963899119129,59.6032209293683,19.3174666742754,4.02292306683574,0.0515182040715287,0.0674950615773438,-0.08,223.490561197348
859,5,5,367.74929180031,58.3184806666501,33.0258033555364,5.66779355127922,0.0898052126595789,0.0971869206208658,-0.08,214.465799640307
860,5,5,398.051889989908,58.5564528350369,31.5510516858757,8.01501638900893,0.0792636650630541,0.136876740324223,-0.08,233.085067220913
861,5,5,363.039459176697,58.6837288040875,32.384526887435,3.66438035295773,0.0892038759667526,0.0624428683663076,-0.08,213.045091675079
862,5,5,368.222565175721,58.5435221781974,30.4600256447915,1.92445861834347,0.0827217789606554,0.0328722725716044,-0.08,215.570459108776
863,5,5,414.583720054741,60.1937316254592,30.2826098576042,4.64793553684378,0.0730434129290117,0.0772162717168696,-0.08,249.553411812596
864,5,5,367.995634028694,57.3013006340483,30.3459578559215,3.38788767779484,0.0824628203430134,0.0591240973644107,-0.08,210.866284574954
865,5,5,387.278459701078,59.8335096839764,42.673859575496,6.04886132687286,0.110189086189906,0.101094877416037,-0.08,231.722294689199
866,5,5,377.700391115639,56.8997399660524,22.579975831651,3.41592203649214,0.0597827705842586,0.0600340535568379,-0.08,214.910540395561
867,5,5,374.334513069929,59.7059478467453,27.8345169068417,4.58540718329491,0.0743573353110564,0.0767998390221499,-0.08,223.499969145899
868,5,5,364.980347548578,61.6184568885183,33.0220037104943,4.27711028694057,0.0904761144875045,0.0694128107537458,-0.08,224.895258105785
869,5,5,378.513853529958,60.79725968324,28.1003907181742,5.39545208820849,0.0742387377796469,0.088744988118204,-0.08,230.126050467647
870,5,5,372.016598726619,58.8070051494088,20.3538978516366,5.39535394448019,0.0547123378938098,0.091746789872608,-0.08,218.771820369818
871,5,5,383.716267783298,60.5281325378223,16.6444950977526,2.5955785633436,0.0433770900407915,0.0428821847712169,-0.08,232.25629113306
872,5,5,386.153989716564,57.1792723045317,28.3125083964078,2.70762401578192,0.0733192175929326,0.0473532436957461,-0.08,220.800041294848
873,5,5,360.667724292036,57.9441973608184,24.3338109538102,1.99275742310149,0.0674687789199204,0.0343909746595088,-0.08,208.98601798055
874,5,5,387.982806548123,58.7060957862654,26.4616850269089,5.8342996530251,0.0682032414331401,0.0993814965019368,-0.08,227.769558046382
875,5,5,372.251622784607,56.666216342516,22.4576671746822,4.12769519299963,0.0603292660128355,0.0728422587463754,-0.08,210.940909905652
876,5,5,352.016563866131,60.3781055263722,28.8619157480513,5.84594961107947,0.0819902206619666,0.0968223424719089,-0.08,212.540932401402
877,5,5,368.810286657207,59.5538220145738,43.3691748765773,5.46029873497441,0.117592096656694,0.0916867893657301,-0.08,219.640621687273
878,5,5,383.818395960317,59.0085625807578,29.285202581813,4.10426485598065,0.0762996325607092,0.069553716892589,-0.08,226.485718376704
879,5,5,338.082316093317,56.9928316869516,20.0531289020802,4.542124619469,0.0593143383948694,0.0796964194447792,-0.08,192.682685374412
880,5,5,385.976033899379,56.8378245576994,49.8010855583692,2.77912513079942,0.129026367402262,0.0488956984618258,-0.08,219.380380982495
881,5,5,375.07437165769,58.2548586076052,27.7291387993225,1.90496379740788,0.0739297080650164,0.0327005136213513,-0.08,218.499044882551
882,5,5,393.420191346869,56.363262072179,22.4313460793783,1.73089172381966,0.0570162553238176,0.0307095732252521,-0.08,221.744453493704
883,5,5,368.172562325277,59.5293437048431,12.8072177999404,4.15579250755031,0.0347859104954849,0.0698108235184896,-0.08,219.170710053542
884,5,5,372.934351830137,60.7816463926792,30.142914805975,5.11632274643529,0.0808263295082679,0.0841754550934889,-0.08,226.675639006224
885,5,5,374.766249101296,58.3395965617485,43.3557968602898,7.4790129519582,0.115687570490296,0.128197886045409,-0.08,218.637117775294
886,5,5,382.737258345003,55.1581547740343,30.1429257201558,3.57421247282911,0.0787561834207025,0.0647993481194493,-0.08,211.110809335832
887,5,5,371.634497573328,59.1185412224287,29.8305310009767,2.38711167313908,0.0802684659141224,0.0403783926967644,-0.08,219.704893644654
888,5,5,371.549054769717,60.4074220134364,21.8857014018503,2.75478521498455,0.058903935081775,0.0456034229431575,-0.08,224.443205501677
889,5,5,382.299334631208,58.8932112311707,14.9974250027508,3.70705546355677,0.0392295346713546,0.0629453783561851,-0.08,225.148354679718
890,5,5,380.829145751524,60.4827437345246,29.9218699846142,1.97724166700296,0.0785703256129904,0.0326910048208397,-0.08,230.335916291274
891,5,5,364.899816980026,56.5956516428639,7.38576111905602,5.38337255887516,0.0202405174663606,0.0951198970699359,-0.08,206.517429263464
892,5,5,384.892193136705,62.4840767823218,27.9310489802161,6.10959063247048,0.0725684996429521,0.0977783612576161,-0.08,240.496333488701
893,5,5,403.564242816113,62.0864744676525,18.0774273529801,2.134118357882,0.0447944228825478,0.0343733216643488,-0.08,250.558810576601
894,5,5,365.401201288908,58.9039219586638,30.574446655353,4.79476712700579,0.0836736347540876,0.0813997942339146,-0.08,215.235638443238
895,5,5,372.553903209362,59.1910167002072,13.8892460456747,4.05340513563288,0.0372811717338776,0.0684800728489378,-0.08,220.518443065927
896,5,5,372.616343196466,58.1292783607846,35.4521561225257,4.14123965569822,0.0951438571330545,0.0712418900161678,-0.08,216.59919135445
897,5,5,408.199700912032,59.6966586938484,50.0952560508132,1.74712959477415,0.122722422233251,0.0292667903531122,-0.08,243.681582242765
898,5,5,380.859702558074,57.9115128513075,31.7749970850901,5.10536531835027,0.0834296641825607,0.0881580374434133,-0.08,220.561615592371
899,5,5,378.404868264581,61.5556287138375,36.1760362510038,4.27649512477684,0.0956014028490496,0.069473664945534,-0.08,232.929495744031
900,5,5,389.506106946199,59.4244084528902,38.6432408022016,6.09566659011243,0.0992108727259037,0.102578498445548,-0.08,231.461699940661
901,5,5,356.968364291501,60.5100415870311,26.3749379417745,6.80893217644239,0.0738859254212137,0.112525656863897,-0.08,216.001705685332
902,5,5,365.213361072057,59.4995318615289,31.4933908069308,2.29417616412015,0.0862328549932683,0.0385578859588224,-0.08,217.300240133629
903,5,5,374.27623349598,61.5796725965571,25.80846478978,3.55202238302268,0.0689556602317822,0.0576817354371786,-0.08,230.47807919355
904,5,5,360.348055941145,57.8039198615702,28.4492326334811,5.14537552794445,0.0789493162636284,0.0890143011108361,-0.08,208.295301478945
905,5,5,385.72324679603,59.9744974945147,45.5327327643764,3.89839914624932,0.118045083210798,0.0650009472210395,-0.08,231.335578985446
906,5,5,377.471995266302,57.3007011160626,31.4977866056745,6.35399202894272,0.0834440355858801,0.110888556425736,-0.08,216.294099804382
907,5,5,366.658125519298,60.3926858673705,25.4503680328782,4.95600844522193,0.0694117115141874,0.0820630573726415,-0.08,221.434689952058
908,5,5,371.460048843296,57.3840781044881,23.5183178620025,1.83428692664783,0.0633131824949604,0.0319650848674062,-0.08,213.158924555207
909,5,5,350.810691526418,57.5350774335366,11.3374978856201,3.03266760060002,0.0323179941759737,0.0527098899641405,-0.08,201.83920301485
910,5,5,353.545347275226,58.8475076403427,25.0526746580962,5.79422038302374,0.0708612766401174,0.0984616106163098,-0.08,208.052625249865
911,5,5,380.211973743963,61.2163454884228,48.5861123213598,4.19794120123452,0.127786907505648,0.0685754951188393,-0.08,232.751875435456
912,5,5,367.732948273953,56.4709752112822,37.846626233677,3.97397827543489,0.102918779541838,0.0703720497222959,-0.08,207.662382063501
913,5,5,380.355800284536,57.0757404204133,35.9063131236253,3.8624009730193,0.0944019076263976,0.067671500090394,-0.08,217.090889244388
914,5,5,370.420255075456,56.6860563614447,18.7820072892025,3.855350078526,0.0507045903453,0.0680123177725279,-0.08,209.97663456628
915,5,5,364.228940758123,57.9181480073203,39.3074508146565,3.56453896807655,0.107919625312695,0.0615444224429625,-0.08,210.954656993785
916,5,5,371.620835247138,58.2502556726762,20.783445697078,3.75394676338422,0.0559264813105984,0.0644451551333723,-0.08,216.470086664392
917,5,5,375.680091919674,62.1579303626114,50.2214811129741,4.34278638058335,0.133681507732681,0.0698669720058051,-0.08,233.514969921625
918,5,5,388.911820903116,59.9759061517794,47.2357411322629,4.11145264324498,0.121456172308093,0.0685517386405173,-0.08,233.253388718029
919,5,5,371.563933080067,60.9591392159326,32.781132338159,5.21503958567739,0.0882247425535111,0.0855497576369052,-0.08,226.502175242473
920,5,5,384.91119622613,62.212996271013,27.1914409711971,4.94265805784042,0.0706434139557284,0.0794473559239801,-0.08,239.464788154874
921,5,5,377.47795240387,58.0997076525207,13.783119176063,3.36384177637057,0.036513706531173,0.057897740148519,-0.08,219.31358679937
922,5,5,357.510017386502,59.8014084079239,39.2765316791113,3.60054749434204,0.109861345889644,0.0602084062934035,-0.08,213.796025596542
923,5,5,354.28049144084,60.1676756301595,20.1352406298342,5.17091683167561,0.0568341783312574,0.0859417748403705,-0.08,213.16233691106
924,5,5,369.643084250802,58.9848890119868,21.4153062239253,3.21584076335617,0.0579350923535608,0.0545197391606969,-0.08,218.03356298582
925,5,5,382.408401925198,56.6122613430088,70.54903765504,1.79407739443896,0.184486107783897,0.0316906152815342,-0.08,216.490043895516
926,5,5,394.738176252887,55.9071272515001,23.3947737383078,6.82742581520289,0.0592665598255184,0.122120848465161,-0.08,220.686774507952
927,5,5,371.444244497036,58.4821976065954,27.1048543369399,4.01098190575397,0.0729715286708561,0.0685846645629751,-0.08,217.228757065082
928,5,5,387.768997661209,59.7153420386415,24.0021689175478,5.01353973158811,0.0618981121810009,0.0839573141579576,-0.08,231.557583273202
929,5,5,396.854533236038,59.6110828603981,43.6956205351262,3.82760810575791,0.110104879434847,0.0642096724651304,-0.08,236.569284642581
930,5,5,358.50341011028,57.9737603028453,34.7044509140313,2.93417298642669,0.096803684247678,0.0506120867630298,-0.08,207.83790765486
931,5,5,378.218984117141,56.5679900332012,18.8311055683026,2.28479190241703,0.0497888957431875,0.0403901906551042,-0.08,213.950877239059
932,5,5,382.75407845781,58.3084549599379,27.9586997724972,2.73644170391747,0.0730461185028993,0.046930444406349,-0.08,223.177989444897
933,5,5,373.763246229707,57.4412275930442,55.2979531890757,0.846786836133996,0.147949146276118,0.0147417955990296,-0.08,214.694196925956
934,5,5,380.966996076539,59.5262544279529,38.5631336939893,4.90946421397822,0.101224342505096,0.0824756111594481,-0.08,226.77538337105
935,5,5,356.206620342001,56.4095093687275,39.9039587969955,1.83524694794529,0.112024753382413,0.0325343540208617,-0.08,200.934406873849
936,5,5,386.716901574342,60.3487631423393,40.3930784350343,3.48660832101199,0.104451287933349,0.0577743128353506,-0.08,233.378866962493
937,5,5,357.708570038457,60.5009110367544,23.8549831705696,3.21642119642974,0.0666883188401245,0.0531631861622012,-0.08,216.416943729813
938,5,5,383.813266320808,58.0534356516435,27.9301425955578,3.35367519549814,0.0727701334122529,0.0577687635168101,-0.08,222.816787586021
939,5,5,367.105674898782,60.5460405186642,13.080273049428,4.77555721166853,0.035630811354345,0.0788748061930885,-0.08,222.267950670533
940,5,5,394.545474109199,60.2812368109815,44.3294713202757,2.48390615817089,0.11235579731427,0.0412052952058607,-0.08,237.836891574776
941,5,5,367.971219674957,57.2479389123555,15.6236000383757,4.46907555840983,0.0424587554759761,0.0780652656378044,-0.08,210.655939054569
942,5,5,354.95991932163,57.5972858824447,40.2921149377294,2.79685131318607,0.113511731168782,0.0485587345017334,-0.08,204.447279499774
943,5,5,369.230854056685,57.0579071837275,48.1800429815273,2.37344424954465,0.130487586430495,0.0415971136463542,-0.08,210.675398001348
944,5,5,357.657068678028,57.575113497198,24.8541955165382,3.0964696472807,0.0694916938407069,0.0537813902430499,-0.08,205.921463222126
945,5,5,333.25583001902,55.2278415383597,21.0557608286104,4.15163277415102,0.0631819729227502,0.0751728233171563,-0.08,184.05000172025
946,5,5,364.376519333344,58.481462454158,23.2141337044264,6.57177080684,0.0637091922028853,0.112373571573923,-0.08,213.092717345697
947,5,5,395.691996982573,61.0662606693275,42.9018744635723,4.55421640858277,0.108422396183721,0.074578275444828,-0.08,241.634306325046
948,5,5,367.603289135213,58.186079528126,35.1360313725325,2.790761983256,0.0955813846366555,0.0479627087077933,-0.08,213.893942164222
949,5,5,370.149221555386,57.6802171478824,15.7665392520487,4.44493424242738,0.0425950895852134,0.0770616766409064,-0.08,213.502874764343
950,5,5,386.458711301323,59.0857315501563,23.4665078033346,5.30863719267071,0.0607219015048613,0.0898463478981275,-0.08,228.341956711694
951,5,5,379.746005679668,61.9031176991103,25.8920877943638,4.44890174897152,0.0681826468405433,0.0718687832589644,-0.08,235.074616853555
952,5,5,389.384004081894,58.8360562218896,27.0671502205474,2.6371512708048,0.0695127430423535,0.0448220264944214,-0.08,229.098191560668
953,5,5,361.407265483325,60.617263170441,24.6339303966339,2.94217518692985,0.0681611377228122,0.0485369189080208,-0.08,219.075193235121
954,5,5,378.730647273744,59.9889360684492,35.360857633761,6.97340962417511,0.0933667710503566,0.116244929168576,-0.08,227.19648586467
955,5,5,393.937098997911,58.3498695017217,32.5898229981519,4.62970581663354,0.0827284941709048,0.0793438932455014,-0.08,229.86178318415
956,5,5,384.338368306207,57.8347891107,38.6828971791324,3.18787825630406,0.100648023640235,0.0551204267418047,-0.08,222.2812847814
957,5,5,367.04651942242,58.060697220923,45.8109940440297,5.1543205810229,0.12480977647225,0.0887746931699862,-0.08,213.109768301787
958,5,5,360.2590154961,59.9176520659658,30.337849498103,2.71330547418511,0.0842112152455806,0.0452839085082627,-0.08,215.858743441227
959,5,5,364.865182332539,61.898521786585,35.4020993995384,3.76821359805764,0.0970278917084307,0.0608772792838213,-0.08,225.84615437777
960,5,5,370.435825538973,59.3618647750045,9.95299750807845,3.15258625137292,0.0268683448572965,0.0531079382920663,-0.08,219.897613834617
961,5,5,392.484605354437,60.7654684446924,18.9145034425696,4.78866166912587,0.0481917078645382,0.0788056406326304,-0.08,238.495109016926
962,5,5,363.594770907146,59.3146338745307,26.9424455109058,3.17034495438693,0.0741002007363475,0.0534496252829145,-0.08,215.664907150512
963,5,5,345.973511887178,61.4440134001425,20.2654906267951,5.14123856744601,0.0585752664019079,0.083673547396142,-0.08,212.580011004901
964,5,5,369.382846031396,60.510648550933,23.6819930144444,2.60120756197723,0.064112324838256,0.0429876001045955,-0.08,223.515955769492
965,5,5,344.002873825668,56.9616616576075,26.4372723876094,2.45416156072177,0.0768518939786739,0.0430844446826985,-0.08,195.949753081023
966,5,5,373.554707218535,58.0625211159642,34.0293469269367,4.1464206818009,0.0910960195905897,0.0714130320576254,-0.08,216.895280758441
967,5,5,371.914700437169,61.115219351389,11.8773720016247,1.74564259240814,0.0319357422217066,0.0285631404245048,-0.08,227.296484972237
968,5,5,351.626105101504,57.5916781718752,25.0323807329164,2.75510563294489,0.0711903364674541,0.0478386065556663,-0.08,202.507374818358
969,5,5,375.922814303423,59.2956518765113,18.1156181112897,2.68368179822138,0.048189727843088,0.0452593354367769,-0.08,222.905883293742
970,5,5,397.54923675436,56.5930976638046,51.1205555578501,2.20555390610137,0.128589243373235,0.0389721361287488,-0.08,224.985427818104
971,5,5,372.007750046111,61.4233529237702,30.5725816566661,4.52459751881515,0.0821826471434442,0.073662496484528,-0.08,228.4996332146
972,5,5,372.996844591538,57.9908194183428,23.2774877155338,3.51952748052994,0.0624066612172673,0.0606911148321642,-0.08,216.303926583196
973,5,5,398.479518802528,60.1021581357472,43.1788991763606,2.88877855402366,0.108359143039817,0.0480644729511882,-0.08,239.49479052926
974,5,5,400.216402525049,61.5687186747749,33.0800542140814,2.50954032954925,0.0826554184320593,0.0407599895460781,-0.08,246.408110960952
975,5,5,356.76415372467,60.2636282103991,41.2331613913172,3.42028659685865,0.115575404537807,0.0567554045189142,-0.08,214.999023188612
976,5,5,378.364986638397,58.4959765173464,38.903414626268,2.48511542063228,0.102819806272,0.0424835273909027,-0.08,221.328293733858
977,5,5,368.858782182459,57.8854153598212,27.8959391453408,6.19932214339786,0.0756276941009416,0.107096443980963,-0.08,213.515438157494
978,5,5,400.011730168901,59.8485546301959,25.6551833135479,3.29308026316258,0.0641360774663163,0.0550235554310462,-0.08,239.401238857327
979,5,5,352.837875586494,61.9916068086393,31.7657385298391,2.06232527347746,0.0900292761286964,0.0332678144614578,-0.08,218.729868505536
980,5,5,372.428880573236,59.0334129796206,31.091052860183,5.22897653547036,0.083481852460873,0.0885765581142242,-0.08,219.857479124176
981,5,5,365.809042160375,60.6622401851376,43.8961501082443,3.52549276613095,0.119997444155576,0.0581167585531189,-0.08,221.907959774278
982,5,5,363.064129697625,57.8724691410127,30.098793401003,0.737369345997242,0.0829021402529369,0.0127412802139228,-0.08,210.114176421344
983,5,5,362.11688190323,58.7565988789773,41.0192311357088,3.66819115813405,0.113276218772563,0.0624302840552349,-0.08,212.767563772941
984,5,5,372.535677386387,57.9610828971925,32.9780431962619,6.45165144083088,0.0885231809947097,0.111310056995905,-0.08,215.925712791542
985,5,5,369.22433126331,61.028484681186,27.7902568297334,2.11644400310002,0.0752665912743302,0.0346796092702673,-0.08,225.332014444241
986,5,5,380.890098785645,57.7438880002958,34.2657365044723,2.6931211002421,0.0899622663170253,0.0466390676746309,-0.08,219.940752046999
987,5,5,367.808238696342,57.7871589546468,36.1647403004049,4.66505827921589,0.0983249870328816,0.0807282857230821,-0.08,212.545931543742
988,5,5,362.366409721613,59.468112970896,11.4234178858867,5.82045642670356,0.0315244944879485,0.0978752500445427,-0.08,215.492465901828
989,5,5,382.426363185996,62.308608637526,68.0519498825237,4.56293531131698,0.177947852014131,0.0732312181429278,-0.08,238.284545964286
990,5,5,366.095700852383,58.0371609529575,36.9131975259021,3.44557351377064,0.100829366310385,0.0593684021960253,-0.08,212.471551145555
991,5,5,367.740641107188,58.0323715879256,18.8311216117772,4.27643361691054,0.0512076162022254,0.0736904851532951,-0.08,213.408615327143
992,5,5,372.557723333409,60.7935108554564,50.1800517077494,3.54541020715715,0.134690676276337,0.0583188922183944,-0.08,226.490919977537
993,5,5,395.864240353638,57.380874460356,41.6156765494946,4.28379299135105,0.105126132414279,0.07465541492071,-0.08,227.150362790763
994,5,5,390.273998745956,59.700298909406,25.1917635923212,4.5531623740641,0.0645489160775977,0.0762669945919941,-0.08,232.994743817028
995,5,5,383.464564834771,58.7178549630674,22.9495040968381,3.43082581081358,0.0598477830845378,0.0584290044820525,-0.08,225.162167014439
996,5,5,387.927098658555,59.1583436042178,20.1707613762625,3.03501389416841,0.0519962679740926,0.0513032263795841,-0.08,229.491245958301
997,5,5,380.039327124023,61.8232906110234,24.954066449553,2.34648970913971,0.0656618004204849,0.0379547850971446,-0.08,234.952817644062
998,5,5,402.97689974188,59.6889825906674,45.0311396999107,3.14703180391042,0.111746206119395,0.0527238305516447,-0.08,240.532811531342
999,5,5,375.177147766392,55.53112563029,37.6319661440247,4.18305468919144,0.100304526456544,0.0753281090868028,-0.08,208.340093262294
