"","n_tot","n_rba","actLvl","actLvlRBA","actLvl.adj","frcAct","tru_tot","tru_ba","tru_rba","tru_ivb","err_pb"
"1",4,4,400,60,240,-0.659823625,283.5,81.64233,28.798,36,0.000200000000000012
